"title","author","description","url","article_text","date_published","date_modified","source"
"GST Council meeting on August 27 to discuss compensation to states, seek consensus on market borrowing option","Kamalika Ghosh","","https://www.moneycontrol.com/news/business/economy/gst-council-meeting-on-august-27-to-discuss-compensation-to-states-seek-consensus-on-market-borrowing-option-5732861.html","The Goods and Services Tax (GST) Council is set to meet on August 27 to discuss the single-point agenda of compensation to states, a senior government official said. ""The meeting was supposed to take place in July, as announced by the FM (Nirmala Sitharaman). But the centre and the states have been busy with the Covid-19 situation and hence it got delayed. The issue of compensation to states would be the only agenda,"" the official said. The meeting will try to reach a consensus on the issue of market borrowing to solve the compensation problem. ""This (market borrowing) would be discussed extensively and the Council would try and sort this out immediately,"" the official said. The Centre had in March sought views from Attorney General K K Venugopal on the legality of market borrowing by the GST Council to make up for any shortfall in compensation fund - a corpus created from levy of additional tax on luxury and sin goods to compensate states for revenue shortfall arising from their taxes being subsumed into GST. The Attorney General has opined that the Centre has no statutory obligation to make up for any shortfall in GST revenues of states from its coffers. Following the AG's opinion, states may now have to look at market borrowings to meet the revenue shortfall. The options before the Council for meeting the shortfall could be to rationalize GST rates, cover more items under the compensation cess or increase the compensation cess, or recommend higher borrowing by states to be repaid by the future collection into the compensation fund. ""Raising tax or cess rates would be counter-intuitive during a pandemic. Probably the only feasible option at the moment is states borrowing from market against the consolidated fund of the state,"" the official said. Under the GST law, states were guaranteed to be compensated bi-monthly for any loss of revenue in the first five years of the GST implementation from July 1, 2017. The shortfall is calculated assuming a 14 percent annual growth in GST collections by states over the base year of 2015-16. Under the GST structure, taxes are levied under 5, 12, 18 and 28 percent slabs. On top of the highest tax slab, a cess is levied on luxury, sin and demerit goods and the proceeds from the same are used to compensate states for any revenue loss. The GST Council has to decide how to meet the shortfall in such circumstances and not the central government. The payment of GST compensation to states became an issue after revenues from the imposition of cess started dwindling since August 2019 and the Centre had to dive into the excess cess amount collected during 2017-18 and 2018-19. The Centre had released over Rs 1.65 lakh crore in 2019-20 as GST compensation. However, the amount of cess collected during the year 2019-20 was Rs 95,444 crore. The compensation payout amount was Rs 69,275 crore in 2018-19 and Rs 41,146 crore in 2017-18. ""The next GST Council meeting would be held in September. The agenda for that hasn't been finalised yet,"" another government official said.","2020-08-20T13:31:35+05:30","2020-08-20T13:33:06+05:30",""
"Deustche Bank, HSBC, HDFC Bank, Citi Bank settle with Sebi following allegations of FPI norms violations","Asha Menon","","https://www.moneycontrol.com/news/business/markets/deustche-bank-hsbc-hdfc-bank-citi-bank-settle-with-sebi-following-allegations-of-fpi-norms-violations-12385671.html","Deutsche Bank AG, The Hongkong and Shanghai Banking Corporation Ltd, HDFC Bank and Citi Bank NA have settled with the , following an examination by the regulator into the banks' alleged violations of Sebi (Foreign Portfolio Investors) Regulations. The banks were examined in their role as designated depository participants (DDPs). DDPs can issue registration to FPIs and certify them, after doing the due diligence. The banks have paid Rs 11.05 lakh, Rs 10.87 lakh, around Rs 9.18 lakh and Rs 8.25 lakh respectively, as settlement amount, without admitting or denying the findings and conclusions. The details were given in a Securities and Exchange Board of India (Sebi) order dated February 29. A common showcause notice dated June 19, 2023, had been issued to the banks and the notice alleged the following. One, Deutsche Bank AG had granted registration/renewal to certain FPIs which were ineligible as per the SEBI (FPI) Regulations and has violated provisions of Regulation 4(d) of the SEBI (FPI) Regulations, 2019. Two, The Hongkong and Shanghai Banking Corporation Limited had granted registration /renewal to certain FPIs which were ineligible as per the SEBI (FPI) Regulations, 2019 and has violated provisions of Regulation 4(d) and 4 (e) of the SEBI (FPI) Regulations. Three, HDFC Bank Limited had permitted a FPI to transact in Indian securities market, despite being ineligible in terms of the SEBI (FPI) Regulations, 2019 and has violated provisions of Regulation 4(f) of the SEBI (FPI) Regulations. Four, Citi Bank N.A. has granted registration/renewal to FPIs which are ineligible as per the SEBI (FPI) Regulations, 2019 and have violated provisions of Regulation 4(e) of the SEBI (FPI) Regulations. The Sebi settlement order stated that, pending adjudication proceedings that were initiated through the showcause notice dated June 19, 2023, the banks proposed to settle the instant proceedings initiated against them, without admitting or denying the findings of facts and conclusions of law. Their applications and settlement terms were considered and cleared by internal committee of Sebi and by the High Powered Advisory Committee.","2024-03-01T18:16:05+05:30","2024-03-01T18:16:05+05:30",""
"Embassy Office Standalone March 2024 Net Sales at Rs 386.74 crore, down 28.27% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/embassy-office-standalone-march-2024-net-sales-at-rs-386-74-crore-down-28-27-y-o-y-12748436.html","","2024-06-14T09:23:48+05:30","2024-06-14T09:31:24+05:30",""
"Richfield Fin Standalone December 2022 Net Sales at Rs 0.11 crore, up 137.07% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/richfield-fin-standalone-december-2022-net-sales-at-rs-0-11-crore-up-137-07-y-o-y-10153191.html","","2023-02-24T12:22:34+05:30","2023-02-24T12:34:05+05:30",""
"Shriram Asset standalone Sep '14 sales at Rs 0.08 crore","","","https://www.moneycontrol.com/news/business/earnings/-1533335.html","","2014-10-22T19:05:45+05:30","2014-10-22T19:05:45+05:30",""
"GAIL Consolidated December 2019 Net Sales at Rs 17,882.74 crore, down 11.55% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/gail-consolidated-december-2019-net-sales-at-rs-17882-74-crore-down-11-55-y-o-y-4927641.html","","2020-02-10T15:52:28+05:30","2020-02-10T15:57:26+05:30",""
"IT Department to launch new e-filing portal for taxpayers on June 7","PTI","","https://www.moneycontrol.com/news/business/economy/it-department-to-launch-new-e-filing-portal-for-taxpayers-on-june-7-6917611.html","The Income Tax Department is expected to launch a new e-filing web portal for taxpayers, which they use to file routine ITRs and perform other tax-related works, early next month, officials said on Thursday. The existing web portal will be shut for six days between June 1-6. Officials said the new portal will be made more user-friendly. An order issued by the systems wing of the department on Wednesday said the ""transition"" from the old portal -- www.incometaxindiaefiling.gov.in -- to the new --www.incometaxgov.in -- will be completed and made operational from June 7. ""In preparation of this launch and for migration activities, the existing portal of the department at www.incometaxindiaefiling.gov.in would not be available for a brief period of six days from June 1 to 6,"" the order said. The exiting portal will ""not be available"" to both the taxpayers as well as Income Tax Department officers during this period, it said. ""All officers may be directed to fix any hearing or compliances only from June 10 onwards to give taxpayers time to respond to the new system,"" it said. Any work scheduled between the taxpayer and the assessing officer of the department may be preponed or adjourned, the order said. The e-filing portal is used by the taxpayers to file their individual or business category income tax returns (ITRs) and also to raise complaints seeking refunds and other works with the tax department. The taxman uses it to issue notices, get responses from the taxpayer and respond to their queries and to communicate final orders like assessments, appeals, exemption and penalties, among others.","2021-05-20T12:59:11+05:30","2021-05-20T12:57:06+05:30",""
"Nile Consolidated March 2024 Net Sales at Rs 174.12 crore, down 19.79% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/nile-consolidated-march-2024-net-sales-at-rs-174-12-crore-down-19-79-y-o-y-2-12760527.html","","2024-07-02T13:00:57+05:30","2024-07-02T13:12:18+05:30",""
"Technical View: Nifty bears may take charge if 25,000 support breaks; Bank Nifty holds above 20-day EMA","Sunil Shankar Matkar","Weekly options data emphasized 25,200 as a critical zone for any upward move for the Nifty 50. Sustaining below this level could drag the index toward the 24,900 support.","https://www.moneycontrol.com/news/business/markets/technical-view-nifty-bears-may-take-charge-if-25-000-support-breaks-bank-nifty-holds-above-20-day-ema-13290584.html","The Nifty 50 ended a two-day winning streak and closed 0.4 percent lower on July 17. The index tested its 20-day exponential moving average (EMA) at 25,230 for the third consecutive session but failed to hold above it, signalling a strong overhead hurdle. Experts suggest that unless the index decisively surpasses this level, the current consolidation phase may continue, with immediate support at 25,000, followed by 24,900. However, sustaining above the 20-day EMA could open the door to 25,400. The index opened moderately higher at 25,231 and touched an intraday high of 25,238 in early trade. However, it quickly gave up gains and extended losses through the session, hitting a day’s low of 25,101. Nifty closed near the day’s low at 25,111, down 101 points, forming a bearish candle on the daily charts, which indicates continued weakness. Momentum indicators signaled further signs of consolidation and weakness as the Relative Strength Index (RSI) fell below the neutral 50 mark to 47.56, and the MACD histogram weakened again, despite showing some improvement in the previous session. According to Nagaraj Shetti, Senior Technical Research Analyst at HDFC Securities, Nifty’s recent weak bounce from the 25,000 support suggests that a retest of the level is likely in the short term. He noted, “The upper area of 25,250 is likely to be a strong overhead hurdle, while the lower area of 25,000–24,900 remains a crucial support zone in the near term.” Weekly options data emphasized 25,200 as a critical zone for any upward move. Sustaining below this level could drag the index toward the 24,900 support. The maximum Call open interest was seen at the 25,200 strike, followed by the 25,550 and 25,300 strikes, with the maximum Call writing at the 25,200 strike, followed by the 25,500 and 25,300 strikes. The 25,200 strike holds the maximum Put open interest, followed by the 24,900 and 25,000 strikes, with the maximum Put writing at the 24,900 strike, followed by the 25,100 and 25,200 strikes. The Bank Nifty also came under pressure, ending a three-day winning streak with a loss of 340 points, closing at 56,829. The index formed a long bearish candle and failed to close above the falling resistance trendline, which is considered negative. However, it continued to defend its 20-day EMA at 56,800 for the fourth straight session, making this zone crucial for further direction. A key technical observation involves the RSI. Despite a brief recovery in the previous two sessions, the daily RSI failed to cross the 60 level, a zone often linked with bullish strength. According to Sudeep Shah, Head – Technical and Derivatives Research at SBI Securities, the failure to sustain above this mark, followed by a decline, indicates weakening momentum and fading strength in the recent bounce. Looking ahead, Shah noted that the zone of 56,600-56,500 will act as crucial support for the index. If the index slips below 56,500, then the next crucial support is placed at the 56,100 level. On the upside, “the zone of 57,200-57,300 will act as an important hurdle for the index,"" he said. Meanwhile, the India VIX—the market’s volatility gauge—remained in the lower zone, contributing to overall market stability. However, with the Nifty hovering near critical support and resistance levels, the low VIX around 11.24 may also be a sign of investor complacency, implying that a sharp move in either direction can't be ruled out. The index rose slightly by 0.02 percent to settle at 11.24.","2025-07-17T17:07:00+05:30","2025-07-17T17:07:11+05:30",""
"India's fuel consumption falls 18% as coronavirus eviscerates energy demand","PTI","","https://www.moneycontrol.com/news/business/economy/indias-fuel-consumption-falls-18-as-coronavirus-eviscerates-energy-demand-5126511.html","India's fuel consumption in March shrank by 18 percent, the biggest decline in more than a decade, as a nationwide lockdown halted economic activity and travel. India's petroleum product consumption fell 17.79 percent to 16.08 million tonnes in March as diesel, petrol and aviation turbine fuel (ATF) demand fell, according to official data released on Thursday. Diesel, the most consumed fuel in the country, saw demand contract by 24.23 percent to 5.65 million tonnes. This is the biggest fall in diesel consumption the country has recorded as most trucks went off-road and railways stopped plying trains. Petrol sales dropped 16.37 percent to 2.15 million tonnes as the 21-day nationwide lockdown enforced to prevent the spread of COVID-19 took most cars and two-wheelers off the road.","2020-04-09T13:33:06+05:30","2020-04-09T13:38:29+05:30",""
"Operation Twist: RBI to conduct simultaneous sale-purchase of govt securities next week","PTI","","https://www.moneycontrol.com/news/business/economy/operation-twist-rbi-to-conduct-simultaneous-sale-purchase-of-govt-securities-next-week-6290991.html","The RBI on Thursday announced it will conduct simultaneous purchase and sale of government securities under Open Market Operations (OMO) for Rs 10,000 crore each on January 7, 2021. The decision was taken after a review of current liquidity and financial conditions, the Reserve Bank said in a statement. Simultaneous purchase and sale of G-sec under OMOs, popularly known as Operation Twist, involves purchasing the securities of longer maturities and selling an equal value of securities of shorter maturities. On January 7, the RBI will purchase three government securities (G-Sec) of different maturity dates aggregating to Rs 10,000 crore and sell two securities aggregating to the same amount using the multiple price auction method. The RBI further said it reserves the right to decide on the quantum of purchase/sale of the securities. The result of the auctions will be announced on the same day. The result of the auctions will be announced on the same day. ","2020-12-31T19:54:36+05:30","2020-12-31T19:54:56+05:30",""
"Options Trade | A low-risk options strategy in GAIL","Moneycontrol Contributor","A long call condor trade in GAIL","https://www.moneycontrol.com/news/business/markets/options-trade-a-low-risk-options-strategy-in-gail-6741831.html","","2021-04-08T07:27:02+05:30","2021-04-08T07:27:02+05:30",""
"Moneycontrol Pro Weekender: Doubting the Fed","Manas Chakravarty","","https://www.moneycontrol.com/news/business/markets/moneycontrol-pro-weekender-doubting-the-fed-9823131.html",", Keeping up the fine old traditions, we at Moneycontrol Pro have peered into crystal balls, read the tea leaves, consulted the stars and experts, and pored over charts to foretell what 2023 will bring for the markets, for business and for the economy. The most important method of fortune-telling in 2023, however, would call for inspecting the entrails of Fed chair Jerome Powell, a course of action denied us, no doubt much to the dismay of market punters aggrieved by his policies. Fortunately, we have a more conventional alternative available, in the minutes of the Fed meetings. And the minutes of the last Fed meet are rather hawkish. They talk of the US labour market remaining very tight, with the unemployment rate near a historically low level, robust payroll gains, a high level of job vacancies, and elevated nominal wage growth. Participants at the Fed meeting stressed that “it would take substantially more evidence of progress to be confident that inflation was on a sustained downward path”. The minuets add, “A number of participants emphasised that it would be important to clearly communicate that a slowing in the pace of rate increases was not an indication of any weakening of the Committee’s resolve to achieve its price- stability goal or a judgment that inflation was already on a persistent downward path.” But here are perhaps the two most important points in the minutes. One of them is: “No participants anticipated that it would be appropriate to begin reducing the federal funds rate target in 2023.’’ The second one is: “Participants noted that, because monetary policy worked importantly through financial markets, an unwarranted easing in financial conditions, especially if driven by a misperception by the public of the Committee’s reaction function, would complicate the Committee’s effort to restore price stability.’’ The Chicago Fed’s Adjusted National Financial Conditions Index shows that it is now at the same level as it was back in early March 2022, before the Fed’s rate hikes began. Fed members are understandably glum. As for the assertion that the policy rate won’t be reduced in 2023, the CME Group’s Fedwatch tool shows that according to the markets, the probability of the Fed Funds rate being 450-475 basis points or lower at the end of this year is 53 percent. That’s a 25 basis point drop from the peak rate of 475-500 basis points expected by the markets. In other words, the market simply doesn’t believe the Fed. It is this scepticism that has been the reason for the markets being supported, and for the periodic rallies. Ironically, a rally in the stock markets loosens financial conditions further, which the Fed is keen to avoid. Why does the market doubt the Fed’s resolve? One, it’s difficult to forget the experience of the last couple of decades, when the Fed cheered on the markets. Two, there’s a view that growth will crater, leading the Fed to rapidly pivot. And three, inflation will come down rapidly and the Fed will have no reason to maintain a tight money policy. Base effects will magnify the fall in inflation. Jefferies’ Chris Wood summed up this view in his Greed & Fear newsletter: “If CPI rises by 0.1 percent MoM for the next six months (i.e., a repeat of what happened in November), CPI falls to 3 percent YoY in May and 1.7 percent YoY in June. If month on month increases are 0.2 percent, CPI still falls to 3.6 percent and 2.4 percent YoY in May and June. This is why there is a much better chance of a U-turn by the Fed than currently perceived to be the case by markets….”. Continuing with the crystal ball gazing, here is —from peak dollar to better TV to blue birds. Blue birds, he says, are rare unforeseeable events that bring joy, such as a breakout of peace in the Ukraine. As the poet Charles Bukowski wrote, “There’s a bluebird in my heart that/wants to get out/but I’m too tough for him.” Our columnist called the Year of the Rabbit one of recession, recovery and rebound. , free to read for MC Pro subscribers, talked about business trends, risks and people to watch in 2023. We wrote about this year, while columnist discussed why markets may rally this month. The Eastern Window explained why . For a less upbeat view on central bank policy, read on the IMF’s Gita Gopinath urging the Fed to stay the course this year. And for the unsettling view that we could see a fundamental reset in the global economy and markets, please read . What about the Indian markets? The PMI data show that momentum in the Indian private sector is far ahead of other countries. Indeed, we made the point that if it is so good, in the forthcoming Indian Budget. There are many other indications of a robust recovery. continue to maintain momentum, driven by a pick-up in economic activity. Systemic credit growth is strong and too has started improving. The has gone up in the last three months, indicating an industrial recovery. The is on track despite the thrust on clean energy. Nevertheless, India will not remain immune to global headwinds. points out the disparity between the manufacturing PMI data and the IIP numbers and urges caution. are stuttering. shows that rural demand continues to lag. The government is facing . in December is merely a statistical illusion. As from brokerage Motilal Oswal points out, nominal GDP growth in 2023-24 is likely to be much lower than for the current fiscal. This will lead to slower corporate sales growth and weaker bank credit expansion. The note says, “Overall, slower GDP growth could have serious implications for the macro economy, and many of them are likely to play out over the next 12-18 months.” My colleague Abhijit Dutta has underlined the in 2023-24. Coming to the Union Budget, IndusInd Bank chief economist has cautioned about India’s elevated twin deficits, while the . Taking all these factors into consideration, Hemant Kanawala, the head of equities at Kotak Mahindra Life Insurance Company, says . Our predicts a clearer path for both equity and debt in the second half of the year. There is another reason for scepticism about the Fed’s claim that it will not ease monetary policy this year -- its record of projecting the Fed Funds rate doesn’t inspire much confidence. In December 2022, it projected a Fed Funds rate of 0.9 percent at the end of 2022 — the rate is now at 4.25-4.5 percent. And, before the pandemic years, in December 2018, it projected a Fed Funds rate of 2.9 percent at the end of 2019 — the actual rate in December 2019 was 1.5-1.75 percent. Be that as it may, the market is desperately telling the Federal Reserve, in the immortal words of Rihanna’s hit song: ’. When she sings ‘DJ, let it play’, could she possibly be referring to Dear Jerome? Incidentally, that song was released in September 2007, a year before the music stopped. Cheers, Manas Chakravarty Here are some of the stories and insights we published this week, apart from our technical picks in the equity, forex and commodity markets: Is there an opportunity to invest in the ? in a sweet spot Why are under pressure Food Specialities The new : blockchain could upend banking Macros have the knives out for in 2023 is sending SOS signals What will it take for India to ? to remain on slippery track this year The in RBI’s Financial Stability Report Indian a picture of resilience : EVs will reach critical mass this year The Green Pivot: —a bitter-sweet punch of 3Ps India, China locked in a race to lead transition We also need a Nine steps to reach the : Why family businesses score better than new-age start-ups is vital for both national and industry health The —an exercise in futility A for capital market regulation in 2023 ","2023-01-07T12:05:04+05:30","2023-01-07T12:05:04+05:30",""
"Step Two Corp Standalone December 2018 Net Sales at Rs 0.09 crore, up 4.86% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/step-two-corp-standalone-december-2018-net-sales-at-rs-0-09-crore-up-4-86-y-o-y-3534521.html","","2019-02-14T10:49:27+05:30","2019-02-14T11:19:25+05:30",""
"ADC India Comm Standalone September 2023 Net Sales at Rs 48.10 crore, up 31.76% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/adc-india-comm-standalone-september-2023-net-sales-at-rs-48-10-crore-up-31-76-y-o-y-11686541.html","","2023-11-07T14:55:50+05:30","2023-11-07T15:14:26+05:30",""
"Pfizer Q4 net profit spikes 57% to Rs 67 cr","","","https://www.moneycontrol.com/news/business/earnings/pfizer-q4-net-profit-spikes-57-to-rs-67-cr-1017332.html","Drug firm today reported a 56.9 percent rise in its stand-alone net profit at Rs 66.9 crore for the March quarter. The company had posted net profit of Rs 42.7 crore for the same period in the previous fiscal, Pfizer said in a BSE filing. Stand-alone total income from operations rose to Rs 515.1 crore for the quarter under review as against Rs 463.1 crore a year ago. For the entire 2015-16, the company posted a net profit of Rs 222.8 crore as against Rs 69.8 crore in the year-ago period. Stand-alone total income from operations soared to Rs 2,017 crore for the fiscal compared with Rs 1,853.3 crore for 2014-15. In a separate filing, Pfizer said its board of directors has recommended a dividend of Rs 15 for 2015-16. The stock today closed 1.95 percent up at Rs 1,779.90 on BSE.","2016-05-06T16:16:03+05:30","2016-05-06T16:19:09+05:30",""
"Minaxi Textiles Standalone December 2018 Net Sales at Rs 9.40 crore, down 31.73% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/minaxi-textiles-standalone-december-2018-net-sales-at-rs-9-40-crore-down-31-73-y-o-y-3523871.html","","2019-02-12T17:16:17+05:30","2019-02-12T17:20:55+05:30",""
"IND-AGIV Commer standalone Dec '14 sales at Rs 1.37 crore","","","https://www.moneycontrol.com/news/business/earnings/-1223017.html","","2015-02-17T14:23:52+05:30","2015-02-17T14:23:52+05:30",""
"L&T secures order worth up to Rs 5,000 crore in Saudi Arabia; shares gain","Moneycontrol News","L&T shares gained in Thursday's trading session after bagging a large order worth up to Rs 5,000 crore in Saudi Arabia.","https://www.moneycontrol.com/news/business/markets/l-t-secures-order-worth-up-to-rs-5-000-crore-in-saudi-arabia-shares-gain-12963910.html","L&T shares gained in Thursday's trading session after bagging a large order worth up to Rs 5,000 crore in Saudi Arabia. The Water & Effluent Treatment (WET) Business of L&T along with Lantania of Spain has signed a contract with ACWA Power, a major developer in the Middle East to build the Ras Mohaisen Desalination plant in the Kingdom of Saudi Arabia. The desalination plant will have a capacity of 300,000m3/day. The project’s scope includes design, procurement, construction, testing and commissioning of a seawater reverse osmosis desalination plant, the company said. The plant will serve as a drinking water source for Makkah Al-Mukarramah and Al-Baha regions, benefiting about one million population. The company in an exchange filing, said ""This is the second desalination order that L&T has received in Saudi Arabia in the recent past and it strengthens WET’s presence in the Middle East region. This large order underscores WET’s resolve to expand its regional footprint across all neighboring and business-conducive geographies."" Shares of traded flat at Rs 3,201.5 per share on the NSE, up 0.25 percent. ","2025-03-13T13:55:12+05:30","2025-03-13T13:55:28+05:30",""
"M&M, Tata Motors, TCS, Maruti to get astro support: Gupta","","","https://www.moneycontrol.com/news/business/markets/mm-tata-motors-tcs-maruti-to-get-astro-support-gupta-1348467.html","Today’s planetary position: Moon will be transiting in Leo. Jupiter & Venus in Cancer. Sun & Mercury in Leo. Ketu in Pisces. Lord Saturn & Mars in Libra. Lord Rahu in Virgo. Pluto in Sagittarius. Neptune in Aquarius & Uranus in Pisces. Be cautious – Planets rahu and Ketu have changed their houses on July 12, 2014. It may be that certain sectors which were continuously getting support for long time may stop receiving support due to change in position by above planets & stocks of those sectors starts coming down, resulting in losses. This is common reason, why most of traders/investors loss money. Rahu Kal Time: - 12:00 – 13:30 Following sectors will be getting astrological support: Auto: . , , etc. Technology: , , , , , etc. Every year with commencement on new Samvat (Hindu New Year), astrologically, based on planetary position, certain new sectors start getting astrological support & outperform, while others remain laggard. During last samavat 2070 among other sectors, pharma and IT sectors received strong astrological support and outperformed. One should trade only in the stocks of that sectors which are getting very strong astrologically support, since the chances of losing money in such stocks are very less. Sectors which get strong astro support are not normally affected by downfall in the market. The views and investment tips expressed by investment experts on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.","2014-08-27T10:49:49+05:30","2014-08-27T10:49:49+05:30",""
"Budget, Q3 earnings, global factors to drive stock market this week: Experts","PTI","","https://www.moneycontrol.com/news/business/economy/budget-q3-earnings-global-factors-to-drive-stock-market-this-week-experts-3441241.html","The stock market is likely to track a host of key domestic and global events this week like the interim Budget for 2019-20, January derivatives expiry, quarterly earnings from bluechips and the US Fed interest rate decision, say experts. ""Market may extend the range bound movement as global risk factors like the US-China trade talks and growth concern continued to gain investors' attention,"" said Vinod Nair, Head of Research, Geojit Financial Services. A lot of events are lined up - like the Budget, Federal Open Market Committee (FOMC) meet, quarterly results of Axis Bank, ICICI Bank, Bajaj Finance, IOC and HCL, said Mustafa Nadeem, CEO, Epic Research. Among major quarterly results to be announced this week are from Bank of India, Canara Bank, Axis Bank, Bank of Baroda, HCL Technologies, HDFC, Bajaj Auto, ICICI Bank, Hero MotoCorp, Dr Reddy's Laboratories and SBI. The government on February 1, would unveil the interim Budget for 2019-20. Investors are also likely to take cues from foreign fund flow. Going ahead, key corporate results and trade negotiations between the US and China will dictate market sentiment, said Paras Bothra, President, Equity Research, Ashika Stock Broking. According to provisional data on BSE, foreign portfolio investors (FPIs) bought shares worth a net of Rs 689.28 crore, while domestic institutional investors (DIIs) sold shares worth Rs 147.35 crore on January 25. January month derivatives expiry on January 31 and announcement of PMI data for the manufacturing sector on February 1  may also influence trading sentiment, experts said. During the past week, the BSE benchmark Sensex fell 361 points and the NSE Nifty fell 126 points.","2019-01-27T12:59:04+05:30","2019-01-27T13:11:20+05:30",""
"DoT panel for clipping TRAI powers in telecom license issue","","","https://www.moneycontrol.com/news/business/companies/-1806315.html","","2013-01-15T22:21:44+05:30","2013-01-15T22:28:56+05:30",""
"Angel One Consolidated December 2023 Net Sales at Rs 1,059.00 crore, up 47.39% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/angel-one-consolidated-december-2023-net-sales-at-rs-1059-00-crore-up-47-39-y-o-y-12066231.html","","2024-01-17T10:11:52+05:30","2024-01-17T10:49:39+05:30",""
"Pidilite Ind consolidated Mar '15 sales at Rs 1,043.53 crore","","","https://www.moneycontrol.com/news/business/earnings/-1449687.html","","2015-05-22T10:52:44+05:30","2015-05-22T10:52:44+05:30",""
"Mega sale of Advent-backed Bharat Serums & Vaccines: Who are the 3 suitors in the final lap?","Ashwin Mohan","Moneycontrol was the first to report the firm's sale plans on December 2. Advent International is expecting a valuation between $1.5 bn to $2bn for its portfolio company, the report had added.","https://www.moneycontrol.com/news/business/companies/mega-sale-of-advent-backed-bharat-serums-vaccines-who-are-the-3-suitors-in-the-final-lap-12761357.html","The ongoing big-bang sale process of private equity major Advent International-backed top biopharmaceutical firm Bharat Serums & Vaccines ( BSV) has boiled down to a three-way race, four persons in the know told Moneycontrol on the condition of anonymity. ""A consortium of Swedish private equity firm EQT and ADIA ( Abu Dhabi Investment Authority), domestic pharma major Mankind Pharma and a consortium of ChrysCapital, Warburg Pincus and Mubadala have been selected for the next round post submission of initial bids,"" one of the persons quoted above said. Moneycontrol was the of BSV on December 2. This was followed by a December 20 that said investment banks JP Morgan and Jefferies had been picked as sell side advisors for the deal. Two other persons also confirmed that the above three suitors have been shortlisted for the next stage of the proposed transaction. They told Moneycontrol that the submission of binding bids is expected in mid-July. With BSV having an established market position in its product segments and strong R&D capabilities, Advent International is expecting a valuation between $1.5 billion to $2 billion for its portfolio company , as per the Moneycontrol report. A fourth person said the EQT led consortium and Mankind Pharma had been more aggressive in terms of financial bids and both parties were the frontrunners but also added that the ChrysCapital combine had more experience in striking deals across the pharma segment. When contacted, Advent International and EQT declined to comment. Email queries to ADIA, Mankind Pharma, ChrysCapital, Warburg Pincus and Mubadala were left unanswered at the time of publishing this article. In May, Moneycontrol reported that a had evinced interest in the BSV sale process. Mankind Pharma and ChrysCapital had joined hands earlier in the race for Apax Partners backed medical devices player Healthium Medtech, which was eventually won by KKR. Further, in an in April, Jean Salata, Chairperson of EQT Asia and Head of Private Capital Asia, shared that EQT is considering deploying $5 billion in India this year across sectors like IT, pharma/healthcare and financials. Incidentally, to unlock value in another portfolio company - India's largest rigid plastic packaging firm Manjushree Technopak. A sale process is in the works though Advent also wants to keep the IPO option handy, according to an earlier Moneycontrol report. Advent announced the buyout of a controlling stake in Bharat Serums in November 2019, providing a complete exit to the erstwhile investors, Orbimed Asia and Kotak PE. A partial exit was given to the founders, the Daftary family. Back then, the deal valued the firm around $500 million. Mumbai-based Bharat Serums and Vaccines Limited was set up in 1971 and is engaged in the development, manufacturing and marketing of biological, biotech and pharmaceutical formulations. According to a note by ICRA Ratings dated September 11, 2023, its product profile comprises plasma derivatives, monoclonal, fertility hormones, antitoxins, antifungals, anaesthetics, cardiovascular drugs, diagnostic products and more. The firm has a key manufacturing facility at Ambernath and another smaller facility at Thane. It also has a horse farm in Hyderabad, an R&D unit at Navi Mumbai and four wholly-owned subsidiaries in the US, Germany, the Philippines and India.","2024-07-03T12:47:02+05:30","2024-07-03T12:47:02+05:30",""
"Universal Cable Standalone December 2020 Net Sales at Rs 370.38 crore, down 6.36% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/universal-cable-standalone-december-2020-net-sales-at-rs-370-38-crore-down-6-36-y-o-y-6518871.html","","2021-02-16T10:11:43+05:30","2021-02-16T10:22:34+05:30",""
